trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
63.3636,0.506544,0.544218,26.3333,0.00359042,-0.0478199,109.444,-0.668436,-0.917559,12.1172,0.321715,0.351188,120.828,0.448826,0.517379,5.99192,-1.11882,-1.69964,371.354,0.376024,0.416419,30.1818,0.694423,0.76563,40.0768,0.686149,0.663593,121.566,0.652086,0.622237,13.9808,0.79799,0.774447,6.19697,0.170483,0.245321,10.5434,0.0450468,0.0319877,153.121,0.47753,0.419893,6.93131,0.0367069,-0.017007,742.152,0.0910191,0.402088,77.5313,0.61486,0.380716,44.2172,0.524475,0.391903,140.877,0.523591,0.677569,-0.198976,0.842657,0.773102,0.618066,-0.05513,0.0229475,0.16463,0.526462,0.57561,63.3636,4.27865,4.29314,26.3333,4.2389,4.26853,109.444,4.10362,4.13415,12.1172,4.24658,4.33274,120.828,4.23777,4.2629,5.99192,4.04656,4.15406,371.354,4.47074,4.43712,30.1818,4.34477,4.3479,40.0768,4.44937,4.40928,121.566,4.31137,4.30923,13.9808,4.48131,4.45289,6.19697,4.28873,4.34319,10.5434,4.1768,4.29631,153.121,4.3643,4.295,6.93131,4.21175,4.21667,742.152,4.25569,4.29963,77.5313,4.56386,4.22811,44.2172,4.40634,4.31042,140.877,4.55836,4.73301,-0.198976,4.24738,4.305,0.618066,4.25134,4.28281,0.16463,4.30476,4.40617,All
64.0909,0.414076,0.529016,26.6667,-0.0175255,-0.0655989,111.222,-0.684505,-0.950897,12.2404,0.317166,0.345538,121.596,0.455723,0.516273,6.08687,-1.1398,-1.74547,376.949,0.354602,0.413312,30.5455,0.67711,0.775177,40.4747,0.618815,0.669374,122.919,0.681728,0.626352,14.1313,0.76653,0.783843,6.25758,0.189272,0.236548,10.7081,0.0339845,0.0216537,153.697,0.474047,0.415008,7.03838,0.0122912,-0.0358608,754.121,0.0846251,0.398978,78.2384,0.606015,0.386107,44.9404,0.532684,0.388207,142.775,0.537639,0.682075,-0.183153,0.828346,0.755165,0.657169,-0.115834,-0.00857457,0.18623,0.650501,0.580221,64.0909,4.28871,4.2921,26.6667,4.24359,4.26779,111.222,4.10735,4.13052,12.2404,4.2461,4.33394,121.596,4.22945,4.26143,6.08687,4.03561,4.15122,376.949,4.45909,4.44075,30.5455,4.33644,4.35023,40.4747,4.45436,4.41473,122.919,4.2535,4.31005,14.1313,4.43985,4.4593,6.25758,4.30433,4.34469,10.7081,4.18022,4.29638,153.697,4.33688,4.29509,7.03838,4.21634,4.21409,754.121,4.256,4.29978,78.2384,4.57086,4.2303,44.9404,4.41064,4.31085,142.775,4.57389,4.74743,-0.183153,4.30043,4.30407,0.657169,4.25654,4.2822,0.18623,4.45969,4.42086,All
64.8182,0.463313,0.513815,27,-0.0386414,-0.0833779,113,-0.700392,-0.984236,12.3636,0.313484,0.339888,122.364,0.460188,0.515168,6.18182,-1.16078,-1.7913,382.545,0.336018,0.410205,30.9091,0.659797,0.784724,40.8727,0.596315,0.675156,124.273,0.600389,0.630468,14.2818,0.742435,0.793238,6.31818,0.211809,0.227775,10.8727,0.0227241,0.0113198,154.273,0.468424,0.410122,7.14545,-0.0137524,-0.0547145,766.091,0.0782311,0.395868,78.9455,0.59717,0.391497,45.6636,0.538485,0.384511,144.673,0.568904,0.686581,-0.167331,0.818019,0.737228,0.696272,-0.137999,-0.0400966,0.207831,0.59095,0.584833,64.8182,4.31378,4.29106,27,4.24828,4.26706,113,4.11203,4.12689,12.3636,4.24597,4.33513,122.364,4.22155,4.25997,6.18182,4.02465,4.14838,382.545,4.44574,4.44437,30.9091,4.3281,4.35256,40.8727,4.45977,4.42018,124.273,4.20806,4.31087,14.2818,4.41497,4.46572,6.31818,4.32232,4.34619,10.8727,4.18532,4.29645,154.273,4.31074,4.29518,7.14545,4.22273,4.21151,766.091,4.25631,4.29993,78.9455,4.57785,4.23249,45.6636,4.41286,4.31129,144.673,4.59987,4.76185,-0.167331,4.33971,4.30313,0.696272,4.25733,4.28159,0.207831,4.44148,4.43555,All
65.5455,0.433217,0.498614,27.3333,-0.0597573,-0.101157,114.778,-0.716139,-1.01757,12.4869,0.310613,0.334238,123.131,0.46213,0.514062,6.27677,-1.17952,-1.83713,388.141,0.318293,0.407098,31.2727,0.669626,0.794271,41.2707,0.63273,0.680937,125.626,0.5065,0.634584,14.4323,0.728533,0.802634,6.37879,0.241653,0.219002,11.0374,0.0113664,0.000985835,154.848,0.460422,0.405237,7.25253,-0.0410127,-0.0735683,778.061,0.071837,0.392758,79.6525,0.588326,0.396888,46.3869,0.543729,0.380814,146.571,0.610786,0.691086,-0.151508,0.784201,0.719291,0.735375,-0.131186,-0.0716187,0.229431,0.560734,0.589445,65.5455,4.3261,4.29002,27.3333,4.25297,4.26632,114.778,4.11744,4.12326,12.4869,4.24615,4.33632,123.131,4.21409,4.25851,6.27677,4.01444,4.14554,388.141,4.43196,4.448,31.2727,4.30951,4.35489,41.2707,4.48723,4.42562,125.626,4.19572,4.31169,14.4323,4.41809,4.47213,6.37879,4.34499,4.34769,11.0374,4.19114,4.29652,154.848,4.28602,4.29527,7.25253,4.2302,4.20894,778.061,4.25662,4.30009,79.6525,4.58484,4.23468,46.3869,4.4146,4.31173,146.571,4.63272,4.77627,-0.151508,4.34377,4.3022,0.735375,4.24401,4.28098,0.229431,4.49817,4.45025,All
66.2727,0.416813,0.483413,27.6667,-0.0808732,-0.118936,116.556,-0.731887,-1.05091,12.6101,0.307743,0.328588,123.899,0.460457,0.512956,6.37172,-1.19774,-1.88296,393.737,0.302941,0.403991,31.6364,0.688501,0.803818,41.6687,0.696549,0.686718,126.98,0.448724,0.6387,14.5828,0.722268,0.81203,6.43939,0.27706,0.210228,11.202,-0.000117509,-0.00934812,155.424,0.449269,0.400352,7.3596,-0.069079,-0.0924221,790.03,0.065443,0.389648,80.3596,0.579481,0.402279,47.1101,0.548914,0.377118,148.469,0.658079,0.695592,-0.135686,0.706928,0.701354,0.774478,-0.125344,-0.103141,0.251031,0.522338,0.594056,66.2727,4.33009,4.28898,27.6667,4.25765,4.26559,116.556,4.12285,4.11963,12.6101,4.24633,4.33752,123.899,4.20734,4.25705,6.37172,4.0044,4.1427,393.737,4.4171,4.45162,31.6364,4.2875,4.35722,41.6687,4.52164,4.43107,126.98,4.21798,4.31251,14.5828,4.44008,4.47855,6.43939,4.37124,4.34919,11.202,4.19775,4.29659,155.424,4.26435,4.29535,7.3596,4.23803,4.20636,790.03,4.25693,4.30024,80.3596,4.59184,4.23687,47.1101,4.4163,4.31217,148.469,4.66974,4.79069,-0.135686,4.31337,4.30126,0.774478,4.24085,4.28036,0.251031,4.44002,4.46494,All
67,0.467302,0.468212,28,-0.101989,-0.136715,118.333,-0.747634,-1.08425,12.7333,0.304872,0.322938,124.667,0.458783,0.51185,6.46667,-1.21596,-1.92879,399.333,0.289314,0.400885,32,0.707376,0.813366,42.0667,0.752884,0.6925,128.333,0.43933,0.642815,14.7333,0.721579,0.821425,6.5,0.315463,0.201455,11.3667,-0.0124831,-0.0196821,156,0.43699,0.395467,7.46667,-0.0974955,-0.111276,802,0.0618813,0.386538,81.0667,0.570636,0.40767,47.8333,0.549998,0.373422,150.367,0.705365,0.700098,-0.119863,0.622174,0.683418,0.813582,-0.140484,-0.134663,0.272631,0.445007,0.598668,67,4.32729,4.28794,28,4.26234,4.26485,118.333,4.12826,4.116,12.7333,4.24652,4.33871,124.667,4.20058,4.25559,6.46667,3.99436,4.13986,399.333,4.40167,4.45525,32,4.26549,4.35955,42.0667,4.54515,4.43652,128.333,4.26103,4.31333,14.7333,4.47221,4.48496,6.5,4.39941,4.35069,11.3667,4.20513,4.29666,156,4.24378,4.29544,7.46667,4.24512,4.20378,802,4.25647,4.30039,81.0667,4.59883,4.23906,47.8333,4.4148,4.31261,150.367,4.70781,4.80511,-0.119863,4.29856,4.30033,0.813582,4.25938,4.27975,0.272631,4.51261,4.47963,All
67.7273,0.42695,0.45301,28.3333,-0.130844,-0.154494,120.111,-0.763381,-1.11759,12.8566,0.302002,0.317288,125.434,0.455037,0.510744,6.56162,-1.23417,-1.97462,404.929,0.277605,0.397778,32.3636,0.705979,0.822913,42.4646,0.774731,0.698281,129.687,0.470178,0.646931,14.8838,0.723838,0.830821,6.56061,0.360542,0.192682,11.5313,-0.0248487,-0.030016,156.576,0.421231,0.390581,7.57374,-0.125968,-0.13013,813.97,0.0639625,0.383429,81.7737,0.561791,0.413061,48.5566,0.551083,0.369726,152.265,0.746548,0.704604,-0.104041,0.81747,0.665481,0.852685,-0.174116,-0.166185,0.294232,0.671764,0.60328,67.7273,4.30664,4.2869,28.3333,4.26572,4.26412,120.111,4.13367,4.11237,12.8566,4.2467,4.3399,125.434,4.19427,4.25412,6.56162,3.98432,4.13702,404.929,4.38576,4.45888,32.3636,4.29212,4.36188,42.4646,4.54458,4.44197,129.687,4.30209,4.31415,14.8838,4.5051,4.49138,6.56061,4.43188,4.35218,11.5313,4.2125,4.29673,156.576,4.22705,4.29553,7.57374,4.25176,4.2012,813.97,4.25448,4.30054,81.7737,4.60583,4.24126,48.5566,4.4133,4.31305,152.265,4.7441,4.81953,-0.104041,4.28919,4.29939,0.852685,4.27932,4.27914,0.294232,4.53181,4.49432,All
68.4545,0.361748,0.437809,28.6667,-0.159699,-0.172273,121.889,-0.779128,-1.15093,12.9798,0.299132,0.311638,126.202,0.448968,0.509638,6.65657,-1.25239,-2.02045,410.525,0.266103,0.394671,32.7273,0.704582,0.83246,42.8626,0.763532,0.704062,131.04,0.538168,0.651047,15.0343,0.727074,0.840217,6.62121,0.4073,0.183908,11.696,-0.0372143,-0.04035,157.152,0.404767,0.385696,7.68081,-0.153816,-0.148983,825.939,0.0660438,0.380319,82.4808,0.552946,0.418451,49.2798,0.552167,0.366029,154.163,0.775878,0.70911,-0.0882185,0.746451,0.647544,0.891788,-0.218946,-0.197707,0.315832,0.669655,0.607892,68.4545,4.23831,4.28586,28.6667,4.26909,4.26338,121.889,4.13908,4.10874,12.9798,4.24688,4.3411,126.202,4.18851,4.25266,6.65657,3.97428,4.13418,410.525,4.36984,4.4625,32.7273,4.31876,4.36421,42.8626,4.52219,4.44742,131.04,4.32622,4.31497,15.0343,4.53041,4.49779,6.62121,4.46545,4.35368,11.696,4.21988,4.2968,157.152,4.21124,4.29561,7.68081,4.25594,4.19862,825.939,4.2525,4.3007,82.4808,4.61282,4.24345,49.2798,4.4118,4.31348,154.163,4.77561,4.83395,-0.0882185,4.24746,4.29846,0.891788,4.27679,4.27853,0.315832,4.52039,4.50901,All
69.1818,0.335154,0.422608,29,-0.188554,-0.190052,123.667,-0.79485,-1.18427,13.103,0.296261,0.305988,126.97,0.440847,0.508532,6.75152,-1.27061,-2.06628,416.121,0.257995,0.391564,33.0909,0.702572,0.842007,43.2606,0.73202,0.709844,132.394,0.622206,0.655163,15.1848,0.730722,0.849613,6.68182,0.457176,0.175135,11.8606,-0.0495799,-0.0506839,157.727,0.386327,0.380811,7.78788,-0.181461,-0.167837,837.909,0.0681251,0.377209,83.1879,0.544102,0.423842,50.003,0.551275,0.362333,156.061,0.804727,0.713616,-0.0723961,0.691803,0.629607,0.930891,-0.268941,-0.229229,0.337432,0.472814,0.612503,69.1818,4.19339,4.28482,29,4.27246,4.26264,123.667,4.14549,4.10511,13.103,4.24707,4.34229,126.97,4.1833,4.2512,6.75152,3.96425,4.13134,416.121,4.35474,4.46613,33.0909,4.34564,4.36654,43.2606,4.48674,4.45286,132.394,4.3325,4.31579,15.1848,4.54396,4.50421,6.68182,4.50104,4.35518,11.8606,4.22725,4.29687,157.727,4.19803,4.2957,7.78788,4.25934,4.19604,837.909,4.25051,4.30085,83.1879,4.61982,4.24564,50.003,4.40903,4.31392,156.061,4.80692,4.84837,-0.0723961,4.28207,4.29752,0.930891,4.24705,4.27792,0.337432,4.57919,4.52371,All
69.9091,0.469115,0.407407,29.3333,-0.221676,-0.207831,125.444,-0.81057,-1.21761,13.2263,0.293391,0.300338,127.737,0.432726,0.507426,6.84646,-1.28882,-2.11211,421.717,0.255436,0.388457,33.4545,0.698721,0.851554,43.6586,0.694495,0.715625,133.747,0.689223,0.659278,15.3354,0.73453,0.859008,6.74242,0.509092,0.166362,12.0253,-0.0619454,-0.0610179,158.303,0.366612,0.375925,7.89495,-0.208245,-0.186691,849.879,0.0702064,0.374099,83.8949,0.535257,0.429233,50.7263,0.547642,0.358637,157.959,0.81898,0.718122,-0.0565737,0.645477,0.61167,0.969994,-0.319369,-0.260751,0.359032,0.587427,0.617115,69.9091,4.30451,4.28378,29.3333,4.27382,4.26191,125.444,4.15196,4.10148,13.2263,4.24725,4.34348,127.737,4.17809,4.24974,6.84646,3.95421,4.1285,421.717,4.34378,4.46975,33.4545,4.37331,4.36887,43.6586,4.44788,4.45831,133.747,4.33396,4.31661,15.3354,4.55257,4.51062,6.74242,4.53799,4.35668,12.0253,4.23462,4.29694,158.303,4.18728,4.29579,7.89495,4.26047,4.19347,849.879,4.24853,4.301,83.8949,4.62681,4.24783,50.7263,4.40449,4.31436,157.959,4.8321,4.86279,-0.0565737,4.31841,4.29659,0.969994,4.2042,4.2773,0.359032,4.61069,4.5384,All
70.6364,0.393621,0.392206,29.6667,-0.254798,-0.22561,127.222,-0.826304,-1.25095,13.3495,0.29052,0.294688,128.505,0.423233,0.50632,6.94141,-1.30325,-2.15794,427.313,0.252877,0.38535,33.8182,0.694869,0.861101,44.0566,0.661524,0.721406,135.101,0.727716,0.663394,15.4859,0.738518,0.868404,6.80303,0.561934,0.157589,12.1899,-0.074311,-0.0713518,158.879,0.345749,0.37104,8.00202,-0.233794,-0.205545,861.848,0.0722877,0.370989,84.602,0.51471,0.434624,51.4495,0.54401,0.354941,159.857,0.828492,0.722627,-0.0407512,0.688006,0.593733,1.0091,-0.365266,-0.292273,0.380633,0.638483,0.621727,70.6364,4.32927,4.28274,29.6667,4.27519,4.26117,127.222,4.15844,4.09785,13.3495,4.24743,4.34468,128.505,4.17334,4.24828,6.94141,3.95496,4.12565,427.313,4.33282,4.47338,33.8182,4.40097,4.3712,44.0566,4.41293,4.46376,135.101,4.3354,4.31743,15.4859,4.55532,4.51704,6.80303,4.57556,4.35818,12.1899,4.242,4.29701,158.879,4.17874,4.29588,8.00202,4.25911,4.19089,861.848,4.24655,4.30116,84.602,4.62295,4.25002,51.4495,4.39996,4.3148,159.857,4.85521,4.87722,-0.0407512,4.3347,4.29565,1.0091,4.16628,4.27669,0.380633,4.59904,4.55309,All
71.3636,0.336979,0.377004,30,-0.28792,-0.243389,129,-0.842167,-1.28428,13.4727,0.289391,0.289038,129.273,0.412597,0.505215,7.03636,-1.31278,-2.20377,432.909,0.250318,0.382243,34.1818,0.692996,0.870648,44.4545,0.638719,0.727188,136.455,0.742211,0.66751,15.6364,0.742812,0.8778,6.86364,0.615759,0.148815,12.3545,-0.0866766,-0.0816858,159.455,0.324886,0.366155,8.10909,-0.259172,-0.224399,873.818,0.0741552,0.367879,85.3091,0.47847,0.440015,52.1727,0.540377,0.351244,161.755,0.829001,0.727133,-0.0249288,0.714594,0.575796,1.0482,-0.403226,-0.323795,0.402233,0.582275,0.626338,71.3636,4.28945,4.2817,30,4.27655,4.26044,129,4.16501,4.09422,13.4727,4.24831,4.34587,129.273,4.16906,4.24682,7.03636,3.96968,4.12281,432.909,4.32186,4.477,34.1818,4.42212,4.37353,44.4545,4.38612,4.46921,136.455,4.33741,4.31825,15.6364,4.54748,4.52345,6.86364,4.61384,4.35968,12.3545,4.24937,4.29708,159.455,4.17021,4.29596,8.10909,4.25748,4.18831,873.818,4.24346,4.30131,85.3091,4.60452,4.25221,52.1727,4.39543,4.31524,161.755,4.87432,4.89164,-0.0249288,4.35778,4.29472,1.0482,4.14669,4.27608,0.402233,4.57291,4.56778,All
72.0909,0.330019,0.361803,30.3333,-0.322525,-0.261168,130.778,-0.859855,-1.31762,13.596,0.290318,0.283388,130.04,0.401181,0.504109,7.13131,-1.3223,-2.2496,438.505,0.247759,0.379136,34.5455,0.6931,0.880195,44.8525,0.623395,0.732969,137.808,0.7434,0.671626,15.7869,0.747214,0.887195,6.92424,0.634727,0.140042,12.5192,-0.0990422,-0.0920198,160.03,0.303993,0.36127,8.21616,-0.282804,-0.243252,885.788,0.0753286,0.364769,86.0162,0.44223,0.445406,52.896,0.536744,0.347548,163.653,0.822423,0.731639,-0.00910638,0.585985,0.557859,1.0873,-0.43461,-0.355317,0.423833,0.568381,0.63095,72.0909,4.21686,4.28066,30.3333,4.27626,4.2597,130.778,4.16882,4.09059,13.596,4.25,4.34706,130.04,4.16521,4.24535,7.13131,3.98439,4.11997,438.505,4.3109,4.48063,34.5455,4.43675,4.37586,44.8525,4.36575,4.47465,137.808,4.34,4.31907,15.7869,4.53544,4.52986,6.92424,4.63044,4.36117,12.5192,4.25675,4.29715,160.03,4.16194,4.29605,8.21616,4.2534,4.18573,885.788,4.2368,4.30146,86.0162,4.58609,4.2544,52.896,4.39089,4.31567,163.653,4.89006,4.90606,-0.00910638,4.32418,4.29378,1.0873,4.1428,4.27547,0.423833,4.57446,4.58247,All
72.8182,0.329415,0.346602,30.6667,-0.35713,-0.278947,132.556,-0.877544,-1.35096,13.7192,0.292031,0.277738,130.808,0.389765,0.503003,7.22626,-1.33183,-2.29543,444.101,0.2452,0.376029,34.9091,0.693204,0.889742,45.2505,0.616244,0.73875,139.162,0.738044,0.675741,15.9374,0.751775,0.896591,6.98485,0.601411,0.131269,12.6838,-0.111408,-0.102354,160.606,0.282561,0.356384,8.32323,-0.303568,-0.262106,897.758,0.076502,0.361659,86.7232,0.40599,0.450796,53.6192,0.529589,0.343852,165.551,0.808249,0.736145,0.00671605,0.584137,0.539922,1.12641,-0.460737,-0.386839,0.445433,0.629204,0.635562,72.8182,4.2807,4.27962,30.6667,4.27598,4.25897,132.556,4.17263,4.08696,13.7192,4.25201,4.34826,130.808,4.16136,4.24389,7.22626,3.99911,4.11713,444.101,4.29994,4.48425,34.9091,4.45139,4.37819,45.2505,4.35309,4.4801,139.162,4.34329,4.31989,15.9374,4.51656,4.53628,6.98485,4.61452,4.36267,12.6838,4.26412,4.29722,160.606,4.1586,4.29614,8.32323,4.24642,4.18315,897.758,4.23015,4.30161,86.7232,4.56767,4.25659,53.6192,4.38478,4.31611,165.551,4.90205,4.92048,0.00671605,4.25027,4.29285,1.12641,4.15096,4.27485,0.445433,4.60642,4.59717,All
73.5455,0.291089,0.331401,31,-0.391735,-0.296726,134.333,-0.895232,-1.3843,13.8424,0.2967,0.272088,131.576,0.377968,0.501897,7.32121,-1.34135,-2.34126,449.697,0.242641,0.372923,35.2727,0.695086,0.899289,45.6485,0.615101,0.744532,140.515,0.735065,0.679857,16.0879,0.756426,0.905987,7.04545,0.568096,0.122495,12.8485,-0.123773,-0.112688,161.182,0.261129,0.351499,8.4303,-0.324333,-0.28096,909.727,0.0776753,0.358549,87.4303,0.369749,0.456187,54.3424,0.521842,0.340155,167.448,0.794076,0.740651,0.0225385,0.554731,0.521985,1.16551,-0.483053,-0.418361,0.467034,0.705256,0.640173,73.5455,4.25112,4.27858,31,4.27569,4.25823,134.333,4.17644,4.08333,13.8424,4.2552,4.34945,131.576,4.15797,4.24243,7.32121,4.01382,4.11429,449.697,4.28897,4.48788,35.2727,4.45793,4.38052,45.6485,4.34683,4.48555,140.515,4.34744,4.32071,16.0879,4.493,4.54269,7.04545,4.5986,4.36417,12.8485,4.27149,4.29729,161.182,4.15526,4.29623,8.4303,4.23945,4.18057,909.727,4.22349,4.30177,87.4303,4.54924,4.25878,54.3424,4.37841,4.31655,167.448,4.91405,4.9349,0.0225385,4.316,4.29191,1.16551,4.16714,4.27424,0.467034,4.64079,4.61186,All
74.2727,0.250679,0.3162,31.3333,-0.425038,-0.314505,136.111,-0.912921,-1.41764,13.9657,0.301368,0.266438,132.343,0.366101,0.500791,7.41616,-1.35088,-2.38709,455.293,0.240083,0.369816,35.6364,0.697561,0.908836,46.0465,0.61992,0.750313,141.869,0.736038,0.683973,16.2384,0.761137,0.915382,7.10606,0.53478,0.113722,13.0131,-0.136139,-0.123022,161.758,0.239697,0.346614,8.53737,-0.345098,-0.299814,921.697,0.0788487,0.355439,88.1374,0.336836,0.461578,55.0657,0.514095,0.336459,169.346,0.779903,0.745157,0.0383609,0.508331,0.504048,1.20461,-0.503629,-0.449883,0.488634,0.735667,0.644785,74.2727,4.25537,4.27754,31.3333,4.27413,4.25749,136.111,4.18024,4.0797,13.9657,4.25839,4.35064,132.343,4.1549,4.24097,7.41616,4.02853,4.11145,455.293,4.27801,4.49151,35.6364,4.46177,4.38285,46.0465,4.34817,4.491,141.869,4.35207,4.32153,16.2384,4.46468,4.54911,7.10606,4.58269,4.36567,13.0131,4.27887,4.29736,161.758,4.15192,4.29631,8.53737,4.23247,4.17799,921.697,4.21683,4.30192,88.1374,4.52896,4.26097,55.0657,4.37204,4.31699,169.346,4.92605,4.94932,0.0383609,4.27639,4.29098,1.20461,4.18604,4.27363,0.488634,4.64987,4.62655,All
75,0.227754,0.300998,31.6667,-0.458342,-0.332284,137.889,-0.930609,-1.45098,14.0889,0.306037,0.260788,133.111,0.354374,0.499685,7.51111,-1.3604,-2.43292,460.889,0.237524,0.366709,36,0.700036,0.918383,46.4444,0.627665,0.756094,143.222,0.743214,0.688089,16.3889,0.765868,0.924778,7.16667,0.501464,0.104949,13.1778,-0.148505,-0.133356,162.333,0.219174,0.341728,8.64444,-0.365862,-0.318667,933.667,0.0800221,0.352329,88.8444,0.317721,0.466969,55.7889,0.506079,0.332763,171.244,0.759654,0.749663,0.0541833,0.409049,0.486111,1.24371,-0.523983,-0.481406,0.510234,0.681191,0.649397,75,4.36789,4.2765,31.6667,4.27257,4.25676,137.889,4.18405,4.07607,14.0889,4.26159,4.35183,133.111,4.1521,4.23951,7.51111,4.04325,4.10861,460.889,4.26705,4.49513,36,4.4656,4.38518,46.4444,4.35379,4.49645,143.222,4.35707,4.32235,16.3889,4.43349,4.55552,7.16667,4.56677,4.36717,13.1778,4.28624,4.29743,162.333,4.15038,4.2964,8.64444,4.2255,4.17542,933.667,4.21017,4.30207,88.8444,4.50096,4.26316,55.7889,4.36561,4.31743,171.244,4.93453,4.96374,0.0541833,4.29348,4.29005,1.24371,4.20324,4.27302,0.510234,4.61623,4.64124,All
