trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtAnionGap_abscissa,trans_Cl_vs_logtAnionGap_spline,trans_Cl_vs_logtAnionGap_regression,trans_Cl_vs_logtBUN_abscissa,trans_Cl_vs_logtBUN_spline,trans_Cl_vs_logtBUN_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtGlucose_abscissa,trans_Cl_vs_logtGlucose_spline,trans_Cl_vs_logtGlucose_regression,trans_Cl_vs_logtHCO3_abscissa,trans_Cl_vs_logtHCO3_spline,trans_Cl_vs_logtHCO3_regression,trans_Cl_vs_logtHCT_abscissa,trans_Cl_vs_logtHCT_spline,trans_Cl_vs_logtHCT_regression,trans_Cl_vs_logtHb_abscissa,trans_Cl_vs_logtHb_spline,trans_Cl_vs_logtHb_regression,trans_Cl_vs_logtK_abscissa,trans_Cl_vs_logtK_spline,trans_Cl_vs_logtK_regression,trans_Cl_vs_logtLacticAcid_abscissa,trans_Cl_vs_logtLacticAcid_spline,trans_Cl_vs_logtLacticAcid_regression,trans_Cl_vs_logtP_abscissa,trans_Cl_vs_logtP_spline,trans_Cl_vs_logtP_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtAnionGap_abscissa,trans_V_vs_logtAnionGap_spline,trans_V_vs_logtAnionGap_regression,trans_V_vs_logtBUN_abscissa,trans_V_vs_logtBUN_spline,trans_V_vs_logtBUN_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtGlucose_abscissa,trans_V_vs_logtGlucose_spline,trans_V_vs_logtGlucose_regression,trans_V_vs_logtHCO3_abscissa,trans_V_vs_logtHCO3_spline,trans_V_vs_logtHCO3_regression,trans_V_vs_logtHCT_abscissa,trans_V_vs_logtHCT_spline,trans_V_vs_logtHCT_regression,trans_V_vs_logtHb_abscissa,trans_V_vs_logtHb_spline,trans_V_vs_logtHb_regression,trans_V_vs_logtK_abscissa,trans_V_vs_logtK_spline,trans_V_vs_logtK_regression,trans_V_vs_logtLacticAcid_abscissa,trans_V_vs_logtLacticAcid_spline,trans_V_vs_logtLacticAcid_regression,trans_V_vs_logtP_abscissa,trans_V_vs_logtP_spline,trans_V_vs_logtP_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
50.2727,0.822876,0.822144,20.3333,0.235526,0.257504,77.4444,-0.360359,-0.406501,9.89899,0.33567,0.449256,107.01,0.456594,0.540299,4.28283,-0.759154,-0.906926,270.626,0.455725,0.471088,23.6364,0.631725,0.611542,32.9131,0.432875,0.578596,97.202,0.711363,0.555644,11.2717,0.653596,0.643618,5.10606,0.229791,0.440686,7.5798,0.181731,0.176555,142.758,0.499384,0.505149,5.00404,0.176746,0.300145,526.697,0.524907,0.494432,64.804,0.719247,0.21383,31.199,0.345889,0.455774,106.713,0.6729,0.624822,-0.483779,1.13207,1.09777,-0.089687,0.66058,0.623416,-1.0216,1.32228,1.26978,-0.0857884,0.625734,0.598854,-0.236279,0.762565,0.564639,-0.222437,0.35567,0.380762,-0.13727,0.364513,0.451289,-0.129674,0.334846,0.430325,0.0331543,0.556326,0.5305,0.130777,0.684967,0.519491,-0.743929,0.959626,1.05897,-0.224174,0.597815,0.482376,50.2727,4.2992,4.30215,20.3333,4.32527,4.28758,77.4444,4.23849,4.21982,9.89899,4.26771,4.32881,107.01,4.2326,4.2907,4.28283,4.15881,4.19515,270.626,4.30803,4.3838,23.6364,4.29658,4.30108,32.9131,4.25583,4.31563,97.202,4.35352,4.29248,11.2717,4.36806,4.34773,5.10606,4.25474,4.31356,7.5798,4.38,4.30256,142.758,4.33539,4.29807,5.00404,4.29871,4.26986,526.697,4.27498,4.29423,64.804,4.43455,4.21408,31.199,4.22046,4.31249,106.713,4.50035,4.45595,-0.483779,4.33991,4.30301,-0.089687,4.29622,4.29251,-1.0216,4.35509,4.33017,-0.0857884,4.31893,4.29296,-0.236279,4.24482,4.25979,-0.222437,4.28749,4.26747,-0.13727,4.11719,4.21758,-0.129674,4.22822,4.2235,0.0331543,4.29626,4.2954,0.130777,4.35699,4.29587,-0.743929,4.39175,4.33301,-0.224174,4.14984,4.15515,All
51,0.805378,0.807117,20.6667,0.19,0.238252,79.2222,-0.409218,-0.443593,10.0222,0.330328,0.442884,107.778,0.559683,0.537395,4.37778,-0.782525,-0.954042,276.222,0.496488,0.46758,24,0.577488,0.622912,33.3111,0.654778,0.587811,98.5556,0.497715,0.559758,11.4222,0.748653,0.657446,5.16667,0.294799,0.433834,7.74444,0.164514,0.16465,143.333,0.497226,0.498721,5.11111,0.171189,0.278718,538.667,0.48262,0.492417,65.5111,0.712039,0.220847,31.9222,0.333828,0.451618,108.611,0.710308,0.630994,-0.467957,1.11951,1.08002,-0.0707799,0.666637,0.606531,-0.96932,1.41477,1.23207,-0.0466854,0.600867,0.566696,-0.206292,0.617197,0.562382,-0.205217,0.348702,0.393574,-0.124634,0.362549,0.46068,-0.115412,0.284845,0.443963,0.0455156,0.584643,0.524697,0.166277,0.656602,0.512679,-0.710453,0.974637,1.03559,-0.202574,0.531896,0.48871,51,4.34353,4.30158,20.6667,4.3153,4.28731,79.2222,4.21385,4.21702,10.0222,4.26057,4.33122,107.778,4.30613,4.29031,4.37778,4.16048,4.19202,276.222,4.33427,4.38803,24,4.29377,4.30275,33.3111,4.32219,4.32274,98.5556,4.35556,4.2929,11.4222,4.38101,4.3558,5.16667,4.34103,4.31497,7.74444,4.36175,4.30291,143.333,4.31378,4.29904,5.11111,4.27546,4.26797,538.667,4.27052,4.29432,65.5111,4.44031,4.21571,31.9222,4.20223,4.31343,108.611,4.50037,4.46907,-0.467957,4.34339,4.30264,-0.0707799,4.29265,4.29233,-0.96932,4.4077,4.32816,-0.0466854,4.3076,4.29215,-0.206292,4.25601,4.26399,-0.205217,4.28093,4.26933,-0.124634,4.17522,4.22481,-0.115412,4.15399,4.23143,0.0455156,4.32443,4.29667,0.166277,4.32274,4.29689,-0.710453,4.39485,4.33112,-0.202574,4.23271,4.16842,All
51.7273,0.811406,0.79209,21,0.144474,0.219,81,-0.451461,-0.480685,10.1455,0.325474,0.436513,108.545,0.553031,0.534492,4.47273,-0.805786,-1.00116,281.818,0.541848,0.464071,24.3636,0.617949,0.634283,33.7091,0.525739,0.597025,99.9091,0.732197,0.563872,11.5727,0.646837,0.671274,5.22727,0.318972,0.426981,7.90909,0.147636,0.152746,143.909,0.547437,0.492293,5.21818,0.25029,0.257291,550.636,0.435509,0.490402,66.2182,0.704831,0.227864,32.6455,0.328327,0.447462,110.509,0.548559,0.637166,-0.452134,1.10223,1.06227,-0.0518728,0.662318,0.589645,-0.917036,1.35252,1.19437,-0.00758231,0.575903,0.534538,-0.176305,0.703045,0.560125,-0.187998,0.334281,0.406386,-0.111998,0.552674,0.470072,-0.101149,0.560371,0.457602,0.057877,0.515837,0.518893,0.201777,0.571573,0.505866,-0.676976,0.989282,1.01221,-0.180974,0.517407,0.495044,51.7273,4.34276,4.30101,21,4.30532,4.28704,81,4.19204,4.21423,10.1455,4.25396,4.33363,108.545,4.31473,4.28992,4.47273,4.16167,4.1889,281.818,4.36044,4.39226,24.3636,4.28828,4.30442,33.7091,4.26046,4.32985,99.9091,4.31831,4.29331,11.5727,4.3799,4.36387,5.22727,4.36435,4.31637,7.90909,4.34278,4.30326,143.909,4.29392,4.30001,5.21818,4.2611,4.26608,550.636,4.26762,4.29442,66.2182,4.44608,4.21734,32.6455,4.18991,4.31438,110.509,4.56151,4.48219,-0.452134,4.32025,4.30228,-0.0518728,4.28917,4.29214,-0.917036,4.39576,4.32615,-0.00758231,4.30085,4.29134,-0.176305,4.33247,4.2682,-0.187998,4.27581,4.27119,-0.111998,4.23804,4.23204,-0.101149,4.21563,4.23937,0.057877,4.28466,4.29794,0.201777,4.33284,4.29791,-0.676976,4.39378,4.32923,-0.180974,4.17653,4.18169,All
52.4545,0.800299,0.777064,21.3333,0.158809,0.199747,82.7778,-0.489901,-0.517777,10.2687,0.320821,0.430141,109.313,0.542263,0.531588,4.56768,-0.828629,-1.04827,287.414,0.585601,0.460563,24.7273,0.658409,0.645654,34.1071,0.464858,0.60624,101.263,0.63184,0.567986,11.7232,0.635062,0.685103,5.28788,0.293238,0.420129,8.07374,0.132787,0.140842,144.485,0.526872,0.485865,5.32525,0.234723,0.235864,562.606,0.388932,0.488388,66.9253,0.697622,0.234881,33.3687,0.326576,0.443306,112.407,0.55166,0.643338,-0.436312,1.08496,1.04451,-0.0329658,0.612658,0.57276,-0.864752,1.2865,1.15666,0.0315207,0.547298,0.502379,-0.146318,0.661921,0.557868,-0.170778,0.31986,0.419197,-0.0993624,0.488419,0.479464,-0.0868865,0.498925,0.47124,0.0702384,0.482138,0.51309,0.237277,0.557763,0.499053,-0.643499,0.99406,0.98883,-0.159373,0.361363,0.501378,52.4545,4.32389,4.30043,21.3333,4.30961,4.28677,82.7778,4.17198,4.21144,10.2687,4.24768,4.33604,109.313,4.31636,4.28953,4.56768,4.16106,4.18577,287.414,4.38582,4.39649,24.7273,4.28279,4.30609,34.1071,4.23698,4.33695,101.263,4.30311,4.29373,11.7232,4.34516,4.37194,5.28788,4.31069,4.31777,8.07374,4.32042,4.30361,144.485,4.28408,4.30098,5.32525,4.29925,4.2642,562.606,4.26522,4.29452,66.9253,4.45185,4.21897,33.3687,4.18872,4.31532,112.407,4.56911,4.49531,-0.436312,4.2971,4.30191,-0.0329658,4.28612,4.29195,-0.864752,4.3773,4.32414,0.0315207,4.29599,4.29053,-0.146318,4.34922,4.27241,-0.170778,4.27069,4.27305,-0.0993624,4.16538,4.23927,-0.0868865,4.27679,4.2473,0.0702384,4.26264,4.29921,0.237277,4.34347,4.29893,-0.643499,4.37873,4.32734,-0.159373,4.10316,4.19496,All
53.1818,0.761399,0.762037,21.6667,0.173144,0.180495,84.5556,-0.521997,-0.554869,10.3919,0.316376,0.42377,110.081,0.583808,0.528684,4.66263,-0.850938,-1.09539,293.01,0.624476,0.457054,25.0909,0.68749,0.657024,34.5051,0.605729,0.615455,102.616,0.480955,0.572101,11.8737,0.630003,0.698931,5.34848,0.287074,0.413276,8.23838,0.118657,0.128937,145.061,0.486588,0.479437,5.43232,0.17035,0.214436,574.576,0.346576,0.486373,67.6323,0.690414,0.241899,34.0919,0.327827,0.439149,114.305,0.66289,0.64951,-0.42049,1.06768,1.02676,-0.0140587,0.562997,0.555874,-0.812467,1.23699,1.11896,0.0706238,0.501939,0.470221,-0.116331,0.679892,0.555611,-0.153558,0.305438,0.432009,-0.0867265,0.448121,0.488855,-0.0726238,0.46392,0.484879,0.0825997,0.544472,0.507286,0.272778,0.589655,0.492241,-0.610023,0.966885,0.965448,-0.137773,0.663224,0.507712,53.1818,4.30337,4.29986,21.6667,4.3139,4.2865,84.5556,4.15523,4.20864,10.3919,4.24172,4.33844,110.081,4.34,4.28914,4.66263,4.15826,4.18264,293.01,4.4102,4.40072,25.0909,4.2842,4.30776,34.5051,4.29124,4.34406,102.616,4.29763,4.29414,11.8737,4.45767,4.38001,5.34848,4.25608,4.31918,8.23838,4.29739,4.30396,145.061,4.27618,4.30195,5.43232,4.32027,4.26231,574.576,4.26334,4.29461,67.6323,4.45762,4.2206,34.0919,4.19819,4.31626,114.305,4.53719,4.50843,-0.42049,4.27396,4.30154,-0.0140587,4.28306,4.29176,-0.812467,4.33468,4.32213,0.0706238,4.29982,4.28971,-0.116331,4.30852,4.27661,-0.153558,4.26557,4.27491,-0.0867265,4.33255,4.2465,-0.0726238,4.25934,4.25523,0.0825997,4.28919,4.30048,0.272778,4.34713,4.29995,-0.610023,4.3658,4.32545,-0.137773,4.33999,4.20823,All
53.9091,0.669963,0.74701,22,0.187479,0.161243,86.3333,-0.552796,-0.59196,10.5152,0.31232,0.417399,110.848,0.569153,0.525781,4.75758,-0.873057,-1.14251,298.606,0.650204,0.453546,25.4545,0.68243,0.668395,34.903,0.624919,0.624669,103.97,0.618391,0.576215,12.0242,0.817967,0.712759,5.40909,0.308191,0.406424,8.40303,0.105375,0.117033,145.636,0.391489,0.473009,5.53939,0.116956,0.193009,586.545,0.311534,0.484358,68.3394,0.683206,0.248916,34.8152,0.331598,0.434993,116.203,0.700573,0.655682,-0.404667,1.05307,1.00901,0.00484843,0.513337,0.538989,-0.760183,1.16697,1.08125,0.109727,0.453768,0.438063,-0.0863442,0.56657,0.553354,-0.136339,0.339976,0.444821,-0.0740906,0.461934,0.498247,-0.0583612,0.493981,0.498517,0.0949611,0.556021,0.501483,0.308278,0.609234,0.485428,-0.576546,0.901554,0.942067,-0.116173,0.485416,0.514046,53.9091,4.31049,4.29928,22,4.31819,4.28623,86.3333,4.13925,4.20585,10.5152,4.23639,4.34085,110.848,4.31035,4.28876,4.75758,4.15469,4.17952,298.606,4.43243,4.40494,25.4545,4.3063,4.30943,34.903,4.34411,4.35117,103.97,4.25664,4.29455,12.0242,4.4417,4.38808,5.40909,4.22453,4.32058,8.40303,4.27438,4.30431,145.636,4.2687,4.30292,5.53939,4.28318,4.26042,586.545,4.26198,4.29471,68.3394,4.46338,4.22223,34.8152,4.2149,4.31721,116.203,4.5219,4.52155,-0.404667,4.25303,4.30118,0.00484843,4.28001,4.29157,-0.760183,4.32212,4.32012,0.109727,4.30589,4.2889,-0.0863442,4.33139,4.28082,-0.136339,4.27009,4.27676,-0.0740906,4.21969,4.25373,-0.0583612,4.24816,4.26316,0.0949611,4.29757,4.30175,0.308278,4.33688,4.30098,-0.576546,4.35539,4.32356,-0.116173,4.19291,4.2215,All
54.6364,0.77542,0.731984,22.3333,0.183629,0.141991,88.1111,-0.579413,-0.629052,10.6384,0.308288,0.411027,111.616,0.539112,0.522877,4.85253,-0.89488,-1.18962,304.202,0.665009,0.450037,25.8182,0.67737,0.679765,35.301,0.745849,0.633884,105.323,0.612845,0.580329,12.1747,0.709726,0.726588,5.4697,0.456169,0.399571,8.56768,0.0926222,0.105129,146.212,0.301623,0.466581,5.64646,0.0810086,0.171582,598.515,0.276491,0.482344,69.0465,0.675997,0.255933,35.5384,0.338069,0.430837,118.101,0.668995,0.661854,-0.388845,1.04152,0.991253,0.0237555,0.481593,0.522103,-0.707899,1.07412,1.04355,0.14883,0.387035,0.405905,-0.0563573,0.593567,0.551097,-0.119119,0.379547,0.457633,-0.0614547,0.545432,0.507638,-0.0440985,0.539534,0.512156,0.107322,0.505425,0.495679,0.343778,0.592717,0.478616,-0.54307,0.829316,0.918685,-0.0945727,0.643475,0.52038,54.6364,4.31577,4.29871,22.3333,4.31546,4.28596,88.1111,4.12602,4.20305,10.6384,4.23109,4.34326,111.616,4.28397,4.28837,4.85253,4.15,4.17639,304.202,4.45288,4.40917,25.8182,4.3284,4.3111,35.301,4.39748,4.35828,105.323,4.27562,4.29497,12.1747,4.5192,4.39615,5.4697,4.325,4.32199,8.56768,4.25282,4.30466,146.212,4.27165,4.30389,5.64646,4.2294,4.25853,598.515,4.26063,4.29481,69.0465,4.46915,4.22387,35.5384,4.23765,4.31815,118.101,4.52903,4.53467,-0.388845,4.24278,4.30081,0.0237555,4.27488,4.29138,-0.707899,4.34303,4.31811,0.14883,4.32681,4.28809,-0.0563573,4.32973,4.28503,-0.119119,4.2756,4.27862,-0.0614547,4.24818,4.26096,-0.0440985,4.2588,4.27109,0.107322,4.28373,4.30302,0.343778,4.29601,4.302,-0.54307,4.35768,4.32167,-0.0945727,4.30515,4.23477,All
55.3636,0.801575,0.716957,22.6667,0.179779,0.122739,89.8889,-0.603653,-0.666144,10.7616,0.304449,0.404656,112.384,0.573176,0.519973,4.94747,-0.916212,-1.23674,309.798,0.665617,0.446529,26.1818,0.692873,0.691136,35.699,0.734793,0.643099,106.677,0.492608,0.584443,12.3253,0.730093,0.740416,5.5303,0.548022,0.392719,8.73232,0.080057,0.0932243,146.788,0.22073,0.460153,5.75354,0.0587143,0.150155,610.485,0.242181,0.480329,69.7535,0.668789,0.26295,36.2616,0.347369,0.426681,119.999,0.6284,0.668026,-0.373022,1.03452,0.973499,0.0426626,0.465283,0.505218,-0.655614,1.02997,1.00584,0.187933,0.345026,0.373747,-0.0263704,0.494937,0.54884,-0.101899,0.419119,0.470444,-0.0488188,0.519102,0.51703,-0.0298359,0.512038,0.525794,0.119684,0.473138,0.489875,0.379279,0.484633,0.471803,-0.509593,0.866375,0.895304,-0.0729725,0.653368,0.526714,55.3636,4.28877,4.29814,22.6667,4.31272,4.28569,89.8889,4.11482,4.20026,10.7616,4.2261,4.34567,112.384,4.28872,4.28798,4.94747,4.14352,4.17326,309.798,4.47068,4.4134,26.1818,4.34255,4.31278,35.699,4.44622,4.36539,106.677,4.25293,4.29538,12.3253,4.46207,4.40422,5.5303,4.39293,4.32339,8.73232,4.23323,4.30501,146.788,4.29247,4.30487,5.75354,4.20901,4.25664,610.485,4.25931,4.29491,69.7535,4.47492,4.2255,36.2616,4.26431,4.31909,119.999,4.54872,4.54779,-0.373022,4.24906,4.30045,0.0426626,4.26798,4.29119,-0.655614,4.3478,4.3161,0.187933,4.33787,4.28728,-0.0263704,4.25187,4.28924,-0.101899,4.28111,4.28048,-0.0488188,4.31766,4.26819,-0.0298359,4.28189,4.27902,0.119684,4.26707,4.30429,0.379279,4.25697,4.30302,-0.509593,4.35226,4.31978,-0.0729725,4.24802,4.24804,All
56.0909,0.728839,0.70193,23,0.175929,0.103487,91.6667,-0.626273,-0.703236,10.8848,0.300939,0.398285,113.152,0.624405,0.517069,5.04242,-0.937291,-1.28385,315.394,0.654542,0.443021,26.5455,0.728937,0.702506,36.097,0.756337,0.652313,108.03,0.493165,0.588557,12.4758,0.879686,0.754244,5.59091,0.583748,0.385866,8.89697,0.0677488,0.08132,147.364,0.272543,0.453725,5.86061,0.0485962,0.128728,622.455,0.21494,0.478314,70.4606,0.66158,0.269968,36.9848,0.359024,0.422524,121.897,0.624361,0.674198,-0.3572,1.02954,0.955746,0.0615697,0.448974,0.488332,-0.60333,0.989581,0.968138,0.227036,0.382904,0.341589,0.00361649,0.493833,0.546583,-0.0846797,0.467088,0.483256,-0.0361829,0.500273,0.526422,-0.0155732,0.596259,0.539433,0.132045,0.4498,0.484072,0.414779,0.296053,0.46499,-0.476116,1.00881,0.871922,-0.0513722,0.511185,0.533048,56.0909,4.24086,4.29756,23,4.30999,4.28541,91.6667,4.10553,4.19747,10.8848,4.22163,4.34808,113.152,4.29606,4.28759,5.04242,4.13615,4.17014,315.394,4.48564,4.41763,26.5455,4.34874,4.31445,36.097,4.43347,4.3725,108.03,4.29473,4.2958,12.4758,4.34117,4.41229,5.59091,4.4283,4.3248,8.89697,4.2178,4.30536,147.364,4.26327,4.30584,5.86061,4.22658,4.25475,622.455,4.25841,4.295,70.4606,4.48069,4.22713,36.9848,4.29228,4.32003,121.897,4.57306,4.56091,-0.3572,4.28389,4.30008,0.0615697,4.26107,4.29101,-0.60333,4.35463,4.31409,0.227036,4.31708,4.28646,0.00361649,4.37927,4.29344,-0.0846797,4.27935,4.28234,-0.0361829,4.35739,4.27542,-0.0155732,4.26892,4.28696,0.132045,4.24904,4.30556,0.414779,4.27836,4.30404,-0.476116,4.33561,4.31789,-0.0513722,4.2482,4.26131,All
56.8182,0.715869,0.686904,23.3333,0.148046,0.0842348,93.4444,-0.647949,-0.740328,11.0081,0.298241,0.391913,113.919,0.469359,0.514166,5.13737,-0.958179,-1.33097,320.99,0.638448,0.439512,26.9091,0.765002,0.713877,36.4949,0.56939,0.661528,109.384,0.595886,0.592672,12.6263,0.904609,0.768073,5.65152,0.53812,0.379014,9.06162,0.055539,0.0694156,147.939,0.401769,0.447297,5.96768,0.0505831,0.107301,634.424,0.191362,0.4763,71.1677,0.654372,0.276985,37.7081,0.37329,0.418368,123.795,0.649906,0.680371,-0.341377,1.01049,0.937992,0.0804768,0.435437,0.471447,-0.551046,0.941726,0.930433,0.266139,0.350216,0.30943,0.0336034,0.625176,0.544325,-0.06746,0.51761,0.496068,-0.023547,0.685337,0.535813,-0.00131057,0.762092,0.553071,0.144407,0.448845,0.478268,0.450279,0.411888,0.458178,-0.44264,0.903882,0.848541,-0.029772,0.52971,0.539382,56.8182,4.27068,4.29699,23.3333,4.30028,4.28514,93.4444,4.098,4.19467,11.0081,4.21845,4.35049,113.919,4.19059,4.2872,5.13737,4.12817,4.16701,320.99,4.49932,4.42186,26.9091,4.35493,4.31612,36.4949,4.28162,4.37961,109.384,4.3506,4.29621,12.6263,4.35493,4.42036,5.65152,4.40581,4.3262,9.06162,4.20412,4.30571,147.939,4.20487,4.30681,5.96768,4.24638,4.25286,634.424,4.25767,4.2951,71.1677,4.48645,4.22876,37.7081,4.31939,4.32098,123.795,4.59692,4.57403,-0.341377,4.32033,4.29971,0.0804768,4.25638,4.29082,-0.551046,4.36024,4.31208,0.266139,4.31866,4.28565,0.0336034,4.31507,4.29765,-0.06746,4.27539,4.2842,-0.023547,4.35896,4.28264,-0.00131057,4.41352,4.29489,0.144407,4.2799,4.30683,0.450279,4.27774,4.30506,-0.44264,4.30455,4.316,-0.029772,4.29836,4.27458,All
57.5455,0.680484,0.671877,23.6667,0.120163,0.0649827,95.2222,-0.668881,-0.777419,11.1313,0.295648,0.385542,114.687,0.347502,0.511262,5.23232,-0.978619,-1.37809,326.586,0.616462,0.436004,27.2727,0.718251,0.725248,36.8929,0.594343,0.670743,110.737,0.58943,0.596786,12.7768,0.770732,0.781901,5.71212,0.478341,0.372161,9.22626,0.0433292,0.0575113,148.515,0.429426,0.440869,6.07475,0.0602534,0.0858741,646.394,0.169932,0.474285,71.8747,0.647164,0.284002,38.4313,0.38972,0.414212,125.693,0.68855,0.686543,-0.325555,0.967931,0.920239,0.0993839,0.44153,0.454561,-0.498761,0.862169,0.892728,0.305242,0.238577,0.277272,0.0635903,0.302289,0.542068,-0.0502403,0.568133,0.508879,-0.0109111,0.665851,0.545205,0.0129521,0.38248,0.56671,0.156768,0.450341,0.472465,0.485779,0.465134,0.451365,-0.409163,0.83392,0.825159,-0.00817175,0.395124,0.545715,57.5455,4.31251,4.29642,23.6667,4.29057,4.28487,95.2222,4.09221,4.19188,11.1313,4.21545,4.35289,114.687,4.27319,4.28681,5.23232,4.1188,4.16388,326.586,4.51101,4.42609,27.2727,4.35786,4.31779,36.8929,4.38983,4.38672,110.737,4.35944,4.29662,12.7768,4.49177,4.42843,5.71212,4.37283,4.3276,9.22626,4.19044,4.30606,148.515,4.24383,4.30778,6.07475,4.25185,4.25097,646.394,4.257,4.2952,71.8747,4.49222,4.23039,38.4313,4.34389,4.32192,125.693,4.61415,4.58715,-0.325555,4.35222,4.29935,0.0993839,4.2674,4.29063,-0.498761,4.35048,4.31007,0.305242,4.34528,4.28484,0.0635903,4.3024,4.30186,-0.0502403,4.27143,4.28606,-0.0109111,4.30211,4.28987,0.0129521,4.2819,4.30282,0.156768,4.31521,4.3081,0.485779,4.29661,4.30608,-0.409163,4.29243,4.31411,-0.00817175,4.23594,4.28785,All
